id	name	direction	gpr	pathway	enzyme	equation	reference
rxn00148[c0]	ATP pyruvate O2-phosphotransferase c0	=	kb|g.575.peg.1605	Glycolysis and Gluconeogenesis	2.7.1.40	cpd00002[c0] + cpd00020[c0]  <=> cpd00008[c0] + cpd00061[c0] 	 
rxn00214[c0]	UDPglucose 4-epimerase c0	=	kb|g.575.peg.1090	N-Linked Glycosylation in Bacteria	5.1.3.2	cpd00026[c0]  <=> cpd00043[c0] 	 
rxn05197[c0]	Uracil ion-coupled transport c0	=	kb|g.575.peg.681 or kb|g.575.peg.689	Transport	|TC-2.A.40|2.A.40|	cpd00067[e0] + cpd00092[e0]  <=> cpd00067[c0] + cpd00092[c0] 	 
rxn05289[c0]	TRDR c0	=	kb|g.575.peg.959	Thioredoxin-disulfide Reductase; Pyrimidine Conversions	1.6.4.5|1.8.1.9	cpd00067[c0] + cpd11420[c0] + cpd00005[c0]  <=> cpd11421[c0] + cpd00006[c0] 	 
rxn10228[c0]	isotetradecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase c0	>	kb|g.575.peg.1171	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.8.8|	cpd00054[c0] + cpd15685[c0]  -> cpd00067[c0] + cpd00046[c0] + cpd15691[c0] 	 
rxn01977[c0]	alpha-D-Glucose 6-phosphate ketol-isomerase c0	=	kb|g.575.peg.1295	Glycolysis and Gluconeogenesis	|5.1.3.15|5.3.1.9|	cpd00079[c0]  <=> cpd00863[c0] 	 
rxn09448[c0]	fatty-acid--CoA ligase octadecenoate c0	>	kb|g.575.peg.566	Unsaturated Fatty Acid Biosynthesis; Biotin Biosynthesis	|6.2.1.3|	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd15269[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd15274[c0] 	 
rxn03421[c0]	GTP 7 8-8 9-dihydrolase c0	=	kb|g.575.peg.34	Folate Biosynthesis	|3.5.4.16|6.-.-.-|	cpd03519[c0]  <=> cpd03666[c0] 	 
rxn12635[c0]	aminopeptidase c0	=	(kb|g.575.peg.1204 or kb|g.575.peg.1444)	Protein Degradation		cpd00001[c0] + cpd11591[c0]  <=> cpd00060[c0] + cpd00033[c0] 	 
rxn00213[c0]	UTP alpha-D-glucose-1-phosphate uridylyltransferase c0	=	kb|g.575.peg.1091	Sucrose Metabolism	2.7.7.9	cpd00062[c0] + cpd00089[c0]  <=> cpd00012[c0] + cpd00026[c0] 	 
rxn10314[c0]	anteisopentadecanoyl-lipoteichoic acid synthesis n=24 linked N-acetylglucosamine substituted c0	=	kb|g.575.peg.1423	Teichoic and Lipoteichoic Acids Biosynthesis	|2.7.8.-|	24 cpd00037[c0] + cpd15753[c0]  <=> 24 cpd00014[c0] + cpd15771[c0] 	 
rxn00493[c0]	L-Phenylalanine 2-oxoglutarate aminotransferase c0	=	(kb|g.575.peg.315 and kb|g.575.peg.316) or (kb|g.575.peg.713 and kb|g.575.peg.714)	Amino Acid Biosynthesis	2.6.1.1|2.6.1.1 or 2.6.1.9|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9	cpd00024[c0] + cpd00066[c0]  <=> cpd00023[c0] + cpd00143[c0] 	 
rxn00789[c0]	1-5-Phospho-D-ribosyl-ATP pyrophosphate phosphoribosyl-transferase c0	>	kb|g.575.peg.947	Histidine Biosynthesis	2.4.2.17	cpd00002[c0] + cpd00103[c0]  -> cpd00012[c0] + cpd01775[c0] 	 
rxn06077[c0]	L-methionine oxidized-thioredoxin S-oxidoreductase c0	=	kb|g.575.peg.848	Peptide Methionine Sufoxide Reductase	|1.8.4.13|1.8.4.14|	cpd11420[c0] + cpd00060[c0] + cpd00001[c0]  <=> cpd11421[c0] + cpd01914[c0] 	 
rxn02895[c0]	5-Phospho-D-ribosylamine glycine ligase ADP-forming c0	>	kb|g.575.peg.392	De Novo Purine Biosynthesis	6.3.4.13	cpd00002[c0] + cpd00033[c0] + cpd01982[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02394[c0] 	 
rxn09211[c0]	Phosphatidylserine syntase n-C18 1 c0	>	kb|g.575.peg.1171	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.8.8|	cpd00054[c0] + cpd15420[c0]  -> cpd00067[c0] + cpd00046[c0] + cpd15558[c0] 	 
rxn02312[c0]	S-Adenosyl-L-methionine 8-amino-7-oxononanoate aminotransferase c0	=	kb|g.575.peg.865	Biotin Biosynthesis	2.6.1.62	cpd00017[c0] + cpd00800[c0]  <=> cpd00764[c0] + cpd02701[c0] 	 
rxn00438[c0]	ATP thiamin-phosphate phosphotransferase c0	=	kb|g.575.peg.1124	Thiamin Biosynthesis	2.7.4.16	cpd00002[c0] + cpd00793[c0]  <=> cpd00008[c0] + cpd00056[c0] 	 
rxn10474[c0]	cobalt transport in/out via permease no H c0	=	(kb|g.575.peg.711 or kb|g.575.peg.1108)	Transport		cpd00149[c0]  <=> cpd00149[e0] 	 
rxn01643[c0]	L-Aspartate-4-semialdehyde NADP oxidoreductase phosphorylating c0	>	kb|g.575.peg.1391	Lysine Biosynthesis; Threonine and Homoserine Biosynthesis	1.2.1.11	cpd00005[c0] + cpd01977[c0]  -> cpd00006[c0] + cpd00009[c0] + cpd00346[c0] 	 
rxn09209[c0]	Phosphatidylserine syntase n-C16 1 c0	>	kb|g.575.peg.1171	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.8.8|	cpd00054[c0] + cpd15418[c0]  -> cpd00067[c0] + cpd00046[c0] + cpd15556[c0] 	 
rxn02431[c0]	Formylmethanofuran 5 6 7 8-tetrahydromethanopterin c0	=	kb|g.575.peg.1609	Methanogenesis	|2.3.1.101|	cpd00643[c0] + cpd00936[c0]  -> cpd00067[c0] + cpd00895[c0] + cpd00735[c0] 	 
rxn01999[c0]	dTDP-4-amino-4 6-dideoxy-D-glucose 2-oxoglutarate aminotransferase c0	=	kb|g.575.peg.351	None	2.6.1.33	cpd00024[c0] + cpd02616[c0]  <=> cpd00023[c0] + cpd00521[c0] 	 
rxn01362[c0]	Orotidine-5'-phosphate pyrophosphate phosphoribosyltransferase c0	>	(kb|g.575.peg.79 or kb|g.575.peg.1492)	De Novo Pyrimidine Synthesis	2.4.2.10	cpd00103[c0] + cpd00247[c0]  -> cpd00012[c0] + cpd00810[c0] 	 
rxn06493[c0]	dihydrolipoylprotein NAD oxidoreductase c0	=	kb|g.575.peg.1332	Glycine and Serine Utilization	|1.8.1.4|	cpd00003[c0] + cpd12225[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd12005[c0] 	 
rxn02402[c0]	Nicotinate-nucleotide pyrophosphate phosphoribosyltransferase c0	>	kb|g.575.peg.877	NAD/NADP Cofactor Biosynthesis	2.4.2.19	2 cpd00067[c0] + cpd02333[c0] + cpd00103[c0]  -> cpd00011[c0] + cpd00012[c0] + cpd00873[c0] 	 
rxn10224[c0]	anteisopentadecanoyl-phosphatidate cytidylyltransferase c0	=	kb|g.575.peg.1698	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.7.41|	cpd00052[c0] + cpd15681[c0]  <=> cpd15687[c0] + cpd00012[c0] 	 
rxn10231[c0]	isohexadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase c0	>	kb|g.575.peg.1171	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.8.8|	cpd00054[c0] + cpd15688[c0]  -> cpd00067[c0] + cpd00046[c0] + cpd15694[c0] 	 
rxn02811[c0]	3-Isopropylmalate hydro-lyase c0	=	(kb|g.575.peg.1149 and kb|g.575.peg.136)	Branched Chain Amino Acid Biosynthesis	4.2.1.33	cpd02693[c0]  <=> cpd00001[c0] + cpd01710[c0] 	 
rxn05939[c0]	2-oxoglutarate synthase rev c0	=	kb|g.575.peg.1687 and kb|g.575.peg.1316 and kb|g.575.peg.3 and kb|g.575.peg.1315	TCA Cycle	|1.2.7.3|	cpd00067[c0] + cpd00011[c0] + cpd11620[c0] + cpd00078[c0]  <=> cpd00010[c0] + cpd00024[c0] + cpd11621[c0] 	 
rxn01019[c0]	Carbamoyl-phosphate L-ornithine carbamoyltransferase c0	>	kb|g.575.peg.553	Arginine Biosynthesis	2.1.3.3	cpd00146[c0] + cpd00064[c0]  -> 2 cpd00067[c0] + cpd00009[c0] + cpd00274[c0] 	 
rxn00412[c0]	UTP ammonia ligaseADP-forming c0	>	kb|g.575.peg.893	Pyrimidine Conversions	6.3.4.2	cpd00001[c0] + cpd00002[c0] + cpd00053[c0] + cpd00062[c0]  -> 2 cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00052[c0] + cpd00023[c0] 	 
rxn08310[c0]	CDP-diacylglycerol synthetase n-C16 1 c0	=	kb|g.575.peg.1698	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.7.41|	cpd00052[c0] + cpd15525[c0]  <=> cpd00012[c0] + cpd15418[c0] 	 
rxn03135[c0]	Imidazole-glycerol-3-phosphate synthase c0	>	((kb|g.575.peg.256 or kb|g.575.peg.1082) and (kb|g.575.peg.1722 or kb|g.575.peg.1083))	Histidine Biosynthesis		cpd00053[c0] + cpd02991[c0]  -> cpd00067[c0] + cpd00023[c0] + cpd02851[c0] + cpd02843[c0] 	 
rxn00469[c0]	N2-Acetyl-L-ornithine amidohydrolase c0	=	kb|g.575.peg.1398	Arginine Biosynthesis	3.5.1.14|3.5.1.16	cpd00001[c0] + cpd00342[c0]  <=> cpd00029[c0] + cpd00064[c0] 	 
rxn12512[c0]	R-4'-Phosphopantothenate L-cysteine ligase c0	>	(kb|g.575.peg.204 or kb|g.575.peg.1606)	Coenzyme A Biosynthesis	|6.3.2.5|	cpd00002[c0] + cpd00084[c0] + cpd02201[c0]  -> cpd00012[c0] + cpd02666[c0] + cpd00018[c0] 	 
rxn00791[c0]	N-5-Phospho-D-ribosylanthranilate pyrophosphate c0	>	kb|g.575.peg.1007	Tryptophan Synthesis	2.4.2.18	cpd00103[c0] + cpd00093[c0]  -> cpd00012[c0] + cpd02642[c0] 	 
rxn08040[c0]	UDP-N-acetylglucosamine undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase c0	=	kb|g.575.peg.1423	Teichoic and Lipoteichoic Acids Biosynthesis		cpd00037[c0] + cpd00286[c0]  <=> cpd00091[c0] + cpd00946[c0] 	 
rxn01636[c0]	N2-Acetyl-L-ornithine L-glutamate N-acetyltransferase c0	=	kb|g.575.peg.897	Arginine Biosynthesis	|2.3.1.35|	cpd00023[c0] + cpd00342[c0]  <=> cpd00477[c0] + cpd00064[c0] 	 
rxn00914[c0]	ATP inosine 5'-phosphotransferase c0	=	kb|g.575.peg.418	Purine Conversions	|2.7.1.73|	cpd00002[c0] + cpd00311[c0]  <=> cpd00008[c0] + cpd00126[c0] 	 
rxn03843[c0]	Farnesyl diphosphate Isopentenyl diphosphate farnesyl transferase c0	>	kb|g.575.peg.1345	Isoprenoid Biosynthesis	|2.5.1.-|	cpd00113[c0] + cpd00350[c0]  -> cpd00012[c0] + cpd08211[c0] 	 
rxn01329[c0]	D-Mannose 6-phosphate 1 6-phosphomutase c0	=	(kb|g.575.peg.1372 or kb|g.575.peg.1077)	Mannose Metabolism	5.4.2.8	cpd00235[c0]  <=> cpd00485[c0] 	 
rxn04047[c0]	precorrin-3B C17-methyltransferase c0	=	kb|g.575.peg.953	Coenzyme B12 Biosynthesis	|2.1.1.131|	cpd00017[c0] + cpd08369[c0]  <=> cpd00067[c0] + cpd00019[c0] + cpd08370[c0] 	 
rxn05177[c0]	Thiamin-ABC transport c0	>	((kb|g.575.peg.110 or kb|g.575.peg.1518))	Transport		cpd00001[c0] + cpd00002[c0] + cpd00305[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00305[c0] 	 
rxn01353[c0]	ATP nucleoside-diphosphate phosphatransferase c0	=	kb|g.575.peg.283	Purine Conversions; Pyrimidine Conversions	2.7.4.6	cpd00002[c0] + cpd00295[c0]  <=> cpd00008[c0] + cpd00241[c0] 	 
rxn00077[c0]	ATP NAD 2'-phosphotransferase c0	=	kb|g.575.peg.1489	NAD/NADP Cofactor Biosynthesis	2.7.1.23	cpd00003[c0] + cpd00002[c0]  <=> cpd00006[c0] + cpd00008[c0] 	 
rxn05667[c0]	Urea transport via facilitate diffusion c0	=		Transport		cpd00073[e0]  <=> cpd00073[c0] 	 
rxn09450[c0]	fatty-acid--CoA ligase hexadecenoate peroxisomal c0	>	kb|g.575.peg.566	Unsaturated Fatty Acid Biosynthesis; Biotin Biosynthesis	|6.2.1.3|	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd15237[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd15238[c0] 	 
rxn01213[c0]	Dimethylallyl-diphosphate isopentenyl-diphosphate c0	=	kb|g.575.peg.45	Archaeal Lipids	2.5.1.1|2.5.1.10|2.5.1.29	cpd00113[c0] + cpd00202[c0]  <=> cpd00012[c0] + cpd00283[c0] 	 
rxn01917[c0]	ATP N-acetyl-L-glutamate 5-phosphotransferase c0	=	kb|g.575.peg.63	Arginine Biosynthesis	2.7.2.8	cpd00067[c0] + cpd00002[c0] + cpd00477[c0]  <=> cpd00008[c0] + cpd02552[c0] 	 
rxn01100[c0]	ATP 3-phospho-D-glycerate 1-phosphotransferase c0	=	kb|g.575.peg.1532	Glycolysis and Gluconeogenesis	2.7.2.3	cpd00067[c0] + cpd00002[c0] + cpd00169[c0]  <=> cpd00008[c0] + cpd00203[c0] 	 
rxn02339[c0]	4-Hydroxy-L-glutamate 2-oxoglutarate aminotransferase c0	=	(kb|g.575.peg.1396 or kb|g.575.peg.1216 or kb|g.575.peg.1072)	Amino Acid Biosynthesis	|2.6.1.23|2.6.1.1|	cpd00024[c0] + cpd01974[c0]  <=> cpd00023[c0] + cpd00830[c0] 	 
rxn02175[c0]	ATP pantetheine-4'-phosphate adenylyltransferase c0	=	kb|g.575.peg.1093	Coenzyme A Biosynthesis	2.7.7.3	cpd00002[c0] + cpd00834[c0]  <=> cpd00012[c0] + cpd00655[c0] 	 
rxn00288[c0]	Succinate acceptor oxidoreductase c0	>	(kb|g.575.peg.1277 and kb|g.575.peg.1067)	Succinate Dehydrogenase	1.3.99.1	cpd00106[c0] + cpd00982[c0]  -> cpd00036[c0] + cpd00015[c0] 	 
rxn01790[c0]	R-Pantoate NADP 2-oxidoreductase c0	=	(kb|g.575.peg.672 or kb|g.575.peg.654)	Coenzyme A Biosynthesis; Branched Chain Amino Acid Biosynthesis 	1.1.1.169	cpd00006[c0] + cpd00408[c0]  <=> cpd00067[c0] + cpd00005[c0] + cpd00712[c0] 	 
rxn03075[c0]	ATP 4-methyl-5-2-hydroxyethyl-thiazole 2-phosphotransferase c0	=	kb|g.575.peg.1138	Thiamin Biosynthesis	2.7.1.50	cpd00002[c0] + cpd02636[c0]  <=> cpd00008[c0] + cpd02654[c0] 	 
rxn00747[c0]	D-Glyceraldehyde-3-phosphate ketol-isomerase c0	=	kb|g.575.peg.687	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	5.3.1.1	cpd00102[c0]  <=> cpd00095[c0] 	 
rxn00707[c0]	ITP cytidine 5'-phosphotransferase c0	=	kb|g.575.peg.626	Pyrimidine Conversions	|2.7.1.48|	cpd00068[c0] + cpd00367[c0]  <=> cpd00046[c0] + cpd00090[c0] 	 
rxn03108[c0]	ATP 4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase c0	=	kb|g.575.peg.1639	Thiamin Biosynthesis	2.7.4.7	cpd00002[c0] + cpd02775[c0]  <=> cpd00008[c0] + cpd02894[c0] 	 
rxn03512[c0]	Precorrin 8X 11 12-methylmutase c0	=	kb|g.575.peg.330	Coenzyme B12 Synthesis	|5.4.1.2|	cpd00067[c0] + cpd03835[c0]  <=> cpd03832[c0] 	 
rxn00237[c0]	ATP nucleoside-diphosphate phosphatransferase c0	=	kb|g.575.peg.283	Purine Conversions; Pyrimidine Conversions	2.7.4.6	cpd00002[c0] + cpd00031[c0]  <=> cpd00008[c0] + cpd00038[c0] 	 
rxn00420[c0]	L-O-Phosphoserine phosphohydrolase c0	>	(kb|g.575.peg.542 or kb|g.575.peg.541)	Glycine and Serine Utilization; Serine Biosynthesis	3.1.3.3	cpd00001[c0] + cpd00738[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00054[c0] 	 
rxn00001[c0]	Pyrophosphate phosphohydrolase c0	>	kb|g.575.peg.219	HPr Catabolite Repression System	3.6.1.1	cpd00001[c0] + cpd00012[c0]  -> 2 cpd00067[c0] + 2 cpd00009[c0] 	 
rxn10313[c0]	isopentadecanoyl-lipoteichoic acid synthesis n=24 linked N-acetylglucosamine substituted c0	=	kb|g.575.peg.1423	Teichoic and Lipoteichoic Acids Biosynthesis	|2.7.8.-|	24 cpd00037[c0] + cpd15752[c0]  <=> 24 cpd00014[c0] + cpd15770[c0] 	 
rxn01268[c0]	Prephenate NAD oxidoreductasedecarboxylating c0	>	kb|g.575.peg.1514	Chorismate Synthesis	1.3.1.12|1.3.1.43|1.3.1.52	cpd00003[c0] + cpd00219[c0]  -> cpd00011[c0] + cpd00004[c0] + cpd00868[c0] 	 
rxn10220[c0]	isoheptadecanoyl-phosphatidate cytidylyltransferase c0	=	kb|g.575.peg.1698	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.7.41|	cpd00052[c0] + cpd15677[c0]  <=> cpd00012[c0] + cpd15683[c0] 	 
rxn00858[c0]	Agmatine amidinohydrolase c0	>	kb|g.575.peg.1585	Polyamine Metabnolism; Arginine and Ornithine Degradation	3.5.3.11	cpd00001[c0] + cpd00152[c0]  -> cpd00118[c0] + cpd00073[c0] 	 
rxn10571[c0]	magnesium transport via ABC system c0	>		Transport		cpd00001[c0] + cpd00254[e0] + cpd00002[c0]  -> cpd00067[c0] + cpd00254[c0] + cpd00009[c0] + cpd00008[c0] 	 
rxn05195[c0]	Fe3-ABC transport c0	>	(kb|g.575.peg.108 and kb|g.575.peg.109 and kb|g.575.peg.110) or (kb|g.575.peg.196 and kb|g.575.peg.197 and kb|g.575.peg.198) or (kb|g.575.peg.1181 and kb|g.575.peg.1182 and kb|g.575.peg.1183)	Transport		cpd00001[c0] + cpd00002[c0] + cpd10516[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10516[c0] 	 
rxn00062[c0]	ATP phosphohydrolase protein-secreting c0	>		Non-Growth Associated Maintenance	|3.6.1.3|3.6.1.5|3.6.1.8|3.6.1.15|3.6.3.1|3.6.3.2|3.6.3.3|3.6.3.4|3.6.3.5|3.6.3.6|3.6.3.7|3.6.3.8|3.6.3.9|3.6.3.10|3.6.3.11|3.6.3.12|3.6.3.14|3.6.3.15|3.6.3.16|3.6.3.17|3.6.3.18|3.6.3.19|3.6.3.20|3.6.3.21|3.6.3.22|3.6.3.23|3.6.3.24|3.6.3.25|3.6.3.26|3.6.3.27|3.6.3.28|3.6.3.29|3.6.3.30|3.6.3.31|3.6.3.32|3.6.3.33|3.6.3.34|3.6.3.35|3.6.3.36|3.6.3.37|3.6.3.38|3.6.3.39|3.6.3.40|3.6.3.41|3.6.3.42|3.6.3.43|3.6.3.44|3.6.3.46|3.6.3.47|3.6.3.48|3.6.3.49|3.6.3.50|3.6.3.51|3.6.3.52|3.6.3.53|3.6.4.1|3.6.4.2|3.6.4.3|3.6.4.4|3.6.4.5|3.6.4.6|3.6.4.7|3.6.4.8|3.6.4.9|3.6.4.10|3.6.4.11|3.6.1.-|	cpd00001[c0] + cpd00002[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] 	 
rxn01208[c0]	2-Oxo-4-methyl-3-carboxypentanoate decarboxylation c0	>		None		cpd00067[c0] + cpd02605[c0]  -> cpd00011[c0] + cpd00200[c0] 	 
rxn05319[c0]	H2Ot5 c0	>		Transport		cpd00001[c0]  -> cpd00001[e0] 	 
rxn05467[c0]	CO2 transport via diffusion c0	=		Transport		cpd00011[e0]  <=> cpd00011[c0] 	 
rxn03393[c0]	Octaprenyl-hydroxybenzoate decarboxylase c0	>	(kb|g.575.peg.1288 and kb|g.575.peg.1552)	Hydroxyaromatic Decarboxylase Family	|4.1.1.-|	cpd00067[c0] + cpd03443[c0]  -> cpd00011[c0] + cpd03444[c0] 	 
rxn00623[c0]	hydrogen-sulfide NADP oxidoreductase c0	>	kb|g.575.peg.78	Sulfate Assimilation	1.8.1.2|1.8.2.2	4 cpd00067[c0] + cpd00081[c0] + 3 cpd00005[c0]  -> 3 cpd00001[c0] + 3 cpd00006[c0] + cpd00239[c0] 	 
rxn02832[c0]	O-succinylbenzoate-CoA synthase c0	=		Menaquinone and Phylloquinone Biosynthesis	|4.2.1.-|4.2.1.113|	cpd00001[c0] + cpd01772[c0]  <=> cpd03451[c0] 	 
rxn10052[c0]	adenylate kinase Inorganic triphosphate c0	>		Purine Conversions	|2.7.4.3|	cpd00067[c0] + cpd00018[c0] + cpd00421[c0]  -> cpd00008[c0] + cpd00012[c0] 	 
rxn05388[c0]	5-methyl-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11524[c0] + cpd11492[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11525[c0] 	 
rxn05359[c0]	4-methyl-3-oxo-hexanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11495[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11496[c0] 	 
rxn02288[c0]	Uroporphyrinogen-III carboxy-lyase c0	>	(kb|g.575.peg.830 and kb|g.575.peg.1150)	Heme and Siroheme Biosynthesis	4.1.1.37	4 cpd00067[c0] + cpd00774[c0]  -> 4 cpd00011[c0] + cpd02083[c0] 	 
rxn08766[c0]	beta-ketoacyl-ACP synthase 2 c0	>	kb|g.575.peg.1211	None		cpd00011[c0] + cpd00010[c0] + cpd11488[c0]  -> cpd00067[c0] + cpd00022[c0] + cpd11492[c0] 	 
rxn08019[c0]	acyl-acyl-carrier-protein synthetase n-C18 0 c0	>		None	|6.2.1.20|	cpd00067[c0] + cpd00002[c0] + cpd01080[c0] + cpd11493[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd15268[c0] 	 
rxn00737[c0]	L-threonine ammonia-lyase c0	>		Branched Chain Amino Acid Biosynthesis	|4.3.1.19|	cpd00161[c0]  -> cpd00013[c0] + cpd00094[c0] 	 
rxn05396[c0]	9-methyl-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11532[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11533[c0] 	 
rxn05029[c0]	ATP cobinamide Cobeta-adenosyltransferase c0	>		Coenzyme B12 Biosynthesis	|2.5.1.17|	cpd00002[c0] + cpd11640[c0] + cpd03422[c0]  -> 2 cpd00067[c0] + cpd00421[c0] + cpd03918[c0] 	 
rxn10181[c0]	NMN permease c0	>		Transport		cpd00355[e0]  -> cpd00355[c0] 	 
rxn01675[c0]	dTTP alpha-D-glucose-1-phosphate thymidylyltransferase c0	>	kb|g.575.peg.1076	dTDP-Rhamnose Synthesis	2.7.7.24|2.7.7.33	cpd00357[c0] + cpd00089[c0]  -> cpd00012[c0] + cpd00626[c0] 	 
rxn01644[c0]	L-Aspartate-4-semialdehyde hydro-lyase adding pyruvate and c0	>	kb|g.575.peg.576	Lysine Biosynthesis DAP Pathway	4.2.1.52	cpd00346[c0] + cpd00020[c0]  -> cpd00067[c0] + 2 cpd00001[c0] + cpd02120[c0] 	 
rxn01997[c0]	dTDPglucose 4 6-hydro-lyase c0	>	kb|g.575.peg.1090	dTDP-Rhamnose Synthesis	4.2.1.46	cpd00626[c0]  -> cpd00001[c0] + cpd00521[c0] 	 
rxn05379[c0]	12-methyl-tetra-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11515[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11516[c0] 	 
rxn05371[c0]	8-methyl-decanoyl-ACP malonyl-acyl-carrier-protein C-acyltransferase decarboxylating c0	>	kb|g.575.peg.1211	Fatty Acid Biosynthesis	|2.3.1.0|	cpd00067[c0] + cpd11492[c0] + cpd11507[c0]  -> cpd00011[c0] + cpd11493[c0] + cpd11508[c0] 	 
rxn00300[c0]	GTP 7 8-8 9-dihydrolase pyrophosphate-forming c0	>	kb|g.575.peg.183	Riboflavin, FMN, and FAD Metabolism	|3.5.4.25|	3 cpd00001[c0] + cpd00038[c0]  -> cpd00067[c0] + cpd00047[c0] + cpd00012[c0] + cpd00957[c0] 	 
rxn00392[c0]	ATP riboflavin 5'-phosphotransferase c0	>		Ubiquionine Biosynthesis	2.7.1.26	cpd00220[c0] + cpd00002[c0]  -> cpd00008[c0] + cpd00050[c0] 	 
rxn03397[c0]	UDP-L-rhamnose flavonol-3-O-D-glucoside L-rhamnosyltransferase c0	>	kb|g.575.peg.497	Ubiquionine Biosynthesis	|2.1.1.-|	cpd00017[c0] + cpd03447[c0]  -> cpd00067[c0] + cpd00019[c0] + cpd03448[c0] 	 
rxn10481[c0]	Copper transport via ABC system c0	>	kb|g.575.peg.1165 or kb|g.575.peg.1641	Transport		cpd00001[c0] + cpd00002[c0] + cpd00058[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00058[c0] 	 
rxn13477[c0]	Hexaprenyl-pyrophosphate-synthase c0	>		None		3 cpd00012[c0] + cpd00906[c0]  -> 3 cpd00113[c0] + cpd00350[c0] 	 
rxn10954[c0]	C180SN c0	>		None		7 cpd00011[c0] + 8 cpd00001[c0] + 16 cpd00006[c0] + 7 cpd11493[c0] + cpd15268[c0]  -> 23 cpd00067[c0] + 16 cpd00005[c0] + 7 cpd11492[c0] + cpd11488[c0] 	 
rxn02914[c0]	3-Phosphoserine 2-oxoglutarate aminotransferase c0	>	kb|g.575.peg.391	Glycine and Serine Utilization; Serine Biosynthesis; Pyridoxin Biosynthesis	2.6.1.52	cpd02069[c0] + cpd00023[c0]  -> cpd00024[c0] + cpd00738[c0] 	 
rxn00350[c0]	glutathione hydralase periplasmic c0	>		Glutathione: Biosynthesis and gamma-Glutamyl Cycle	|2.3.2.2|3.4.11.4|	cpd00001[c0] + cpd00042[c0]  -> cpd00023[c0] + cpd01017[c0] 	 
rxn03536[c0]	Adenosyl cobinamide kinase c0	>		Coenzyme B12 Biosynthesis	|2.7.1.156|	cpd00002[c0] + cpd03918[c0]  -> cpd00067[c0] + cpd00008[c0] + cpd03919[c0] 	 
rxn05054[c0]	adenosylcobyric acid R-1-aminopropan-2-ol ligase ADP-forming c0	>	kb|g.575.peg.951	Coenzyme B12 Biosynthesis	|6.3.1.10|	cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd03918[c0]  -> cpd00002[c0] + cpd03917[c0] + cpd02039[c0] 	 
rxn02160[c0]	L-Histidinol-phosphate phosphohydrolase c0	>	kb|g.575.peg.548	Histidine Biosynthesis	3.1.3.15	cpd00001[c0] + cpd00807[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00641[c0] 	 
rxn12008[c0]	rxn12008 c0	>	kb|g.575.peg.45	Polyprenyl Diphosphate Biosynthesis		cpd00113[c0] + cpd02590[c0]  -> cpd00012[c0] + cpd02557[c0] 	 
